Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
10/11/2018,Completed,10/11/2018,18-02898182,Graffiti Removal,,,699 N GRAND AV ER,60611,1180000.2999269,1904620.20708645,42,18,8,,,,
08/09/2017,Completed,08/09/2017,17-05303335,Graffiti Removal,Metal - Painted,Traffic Control Box,1201 N WELLS ST,60610,1174493.63268891,1908340.12582036,2,18,8,,41.903910482482600,-87.63433243250970,"(41.903910482483, -87.63433243251)"
08/08/2017,Completed,08/09/2017,17-05288450,Graffiti Removal,Aluminum Siding,Garage,2428 N CENTRAL PARK AVE,60647,1151971.9698299,1915904.81953233,31,25,22,,41.92547901378750,-87.71716368519200,"(41.925479013787, -87.717163685192)"
08/09/2017,Completed,08/09/2017,17-05302772,Graffiti Removal,Metal - Painted,Door,2858 S LAWNDALE AVE,60623,1152169.6214096,1884745.55248016,22,10,30,,41.83893674525580,-87.71723055457340,"(41.838936745256, -87.717230554573)"
08/09/2017,Completed,08/09/2017,17-05310776,Graffiti Removal,Metal - Painted,Front,4910 S PAULINA ST,60609,1165840.19449633,1872113.64182006,20,9,61,,41.80453885261560,-87.66744089196820,"(41.804538852616, -87.667440891968)"
08/09/2017,Completed,08/09/2017,17-05306235,Graffiti Removal,Metal - Unpainted,Mail Box,804 W 18TH ST,60608,1171270.02681061,1891625.54987701,11,12,31,,41.8581979905435,-87.6468763087221,"(41.858197990544, -87.646876308722)"
08/09/2017,Completed,08/09/2017,17-05308538,Graffiti Removal,Metal - Painted,Traffic Control Box,1 E HUBBARD ST,60611,1176296.36266599,1903319.08111998,42,18,8,,41.889956903017700,-87.62793810460520,"(41.889956903018, -87.627938104605)"
08/09/2017,Completed,08/09/2017,17-05305989,Graffiti Removal,Metal - Painted,Pole,624 W 35TH ST,60616,1172611.91561315,1881692.78761633,11,9,60,,41.83091277330500,-87.64231260915040,"(41.830912773305, -87.64231260915)"
08/09/2017,Completed,08/09/2017,17-05312361,Graffiti Removal,Metal - Painted,Pole,2950 W 47TH ST,60632,1157405.7784316,1873343.6329688,15,9,58,,41.808318178726200,-87.69864123412950,"(41.808318178726, -87.69864123413)"
08/08/2017,Completed,08/09/2017,17-05290042,Graffiti Removal,Brick - Painted,Front,3600 S MARSHFIELD AVE,60609,1165937.98580201,1880859.36157419,12,9,59,,41.82856795991760,-87.66683402773220,"(41.828567959918, -87.666834027732)"
08/09/2017,Completed,08/09/2017,17-05306821,Graffiti Removal,Metal - Painted,Pole,639 W FULTON ST,60661,1171876.56870781,1902094.74518355,42,12,28,,41.88669487970700,-87.64420191698540,"(41.886694879707, -87.644201916985)"
08/08/2017,Completed,08/09/2017,17-05293064,Graffiti Removal,Brick - Painted,Side,1952 S KEDZIE AVE,60623,1155337.83269271,1890178.95548637,24,10,29,,41.85384603785810,-87.70546063413000,"(41.853846037858, -87.70546063413)"
08/08/2017,Completed,08/09/2017,17-05290790,Graffiti Removal,Brick - Unpainted,Front,2557 W OGDEN AVE,60608,1159523.43737138,1893466.90978937,28,10,29,,41.86322137855230,-87.69000888539590,"(41.863221378552, -87.690008885396)"
10/10/2018,Completed,10/11/2018,18-02886533,Graffiti Removal,Wood - Painted,Front,6239 S KEDZIE AVE,60629,1156129.14527458,1862975.44981256,16,8,66,3,41.77961566539800,-87.70300892867540,"(41.779615665398, -87.703008928675)"
08/09/2017,Completed,08/09/2017,17-05309469,Graffiti Removal,Metal - Painted,Door,2152 S JEFFERSON ST,60616,1172668.27080022,1889954.0593141,25,12,31,,41.85283628463980,-87.64185515973300,"(41.85283628464, -87.641855159733)"
10/08/2018,Completed,10/11/2018,18-02865179,Graffiti Removal,Brick - Unpainted,Front,465 N MILWAUKEE AVE,60654,1171313.25342616,1903383.46420669,27,12,24,,41.890468700021700,-87.64625361122880,"(41.890468700022, -87.646253611229)"
08/09/2017,Completed,08/09/2017,17-05312634,Graffiti Removal,Metal - Painted,Bench,7556 S ASHLAND AVE,60620,1166988.32121574,1854564.93997788,17,6,71,,41.75593297024370,-87.66372583690390,"(41.755932970244, -87.663725836904)"
10/11/2018,Completed,10/11/2018,18-02893215,Graffiti Removal,Metal - Unpainted,Pole,1702 N WESTERN AVE,60647,1160097.37051355,1911358.21001148,1,14,24,33,41.9122176967167,-87.68741732747350,"(41.912217696717, -87.687417327473)"
10/07/2018,Completed,10/11/2018,18-02861747,Graffiti Removal,Brick - Unpainted,Front,5016 S KOMENSKY AVE,60632,1150214.12978868,1871005.75769143,14,8,57,39,41.801773566052000,-87.72477903155510,"(41.801773566052, -87.724779031555)"
08/09/2017,Completed,08/09/2017,17-05308812,Graffiti Removal,Metal - Painted,Mail Box,5558 W FULLERTON AVE,60639,1138843.29987578,1915404.26279922,30,25,19,,41.92409153692280,-87.76593129624460,"(41.924091536923, -87.765931296245)"
08/09/2017,Completed,08/09/2017,17-05302657,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,514 N HALSTED ST,60642,1170954.77731639,1903858.15789707,27,12,24,,41.89167749093040,-87.64778159720680,"(41.89167749093, -87.647781597207)"
08/09/2017,Completed,08/09/2017,17-05305137,Graffiti Removal,Brick - Painted,Front,1329 W 18TH ST,60608,1167642.4392254,1891525.87409518,25,12,31,,41.85778537588970,-87.66011134456570,"(41.85778537589, -87.660111344566)"
08/08/2017,Completed,08/09/2017,17-05281799,Graffiti Removal,Brick - Painted,Rear,8404 S BAKER AVE,60617,1198629.21890789,1849525.19856798,10,4,46,,41.74175649754540,-87.54775086259090,"(41.741756497545, -87.547750862591)"
10/09/2018,Completed,10/11/2018,18-02876019,Graffiti Removal,Vinyl Siding,Alley,2840 S SPRINGFIELD AVE,60623,1150837.5518977,1884828.20138248,22,10,30,,41.83936739179600,-87.72212247046740,"(41.839367391796, -87.722122470467)"
08/09/2017,Completed,08/09/2017,17-05308558,Graffiti Removal,Metal - Painted,Pole,428 N STATE ST,60654,1176296.26266599,1903308.88111998,42,18,8,,41.89002140911120,-87.62815401912460,"(41.890021409111, -87.628154019125)"
08/09/2017,Completed,08/09/2017,17-05304252,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,1615 S DAMEN AVE,60608,1163303.11526826,1892018.27592092,25,12,28,,41.85899497819070,-87.67588481129570,"(41.858994978191, -87.675884811296)"
08/09/2017,Completed,08/09/2017,17-05305377,Graffiti Removal,Metal - Painted,Sign,3568 S ARCHER AVE,60609,1162371.98651217,1880989.80831904,12,9,59,,41.82894523577560,-87.68024853186110,"(41.828945235776, -87.680248531861)"
08/09/2017,Completed,08/09/2017,17-05307337,Graffiti Removal,Metal - Painted,Overpass,1501 W CORTLAND ST,60642,1166048.01201507,1912943.18632131,2,14,22,,41.91659063449040,-87.6653458315016,"(41.91659063449, -87.665345831502)"
08/08/2017,Completed,08/09/2017,17-05278275,Graffiti Removal,Brick - Painted,Alley,4450 S NORMAL AVE,60609,1173705.03128652,1875338.49609681,11,9,61,,41.81297050116450,-87.63849934213920,"(41.812970501164, -87.638499342139)"
08/09/2017,Completed,08/09/2017,17-05307571,Graffiti Removal,Brick - Unpainted,Front,417 W CHICAGO AVE,60654,1173204.06012689,1905647.2366689,42,18,8,,41.89641388252420,-87.63929177642500,"(41.896413882524, -87.639291776425)"
08/09/2017,Completed,08/09/2017,17-05312098,Graffiti Removal,Metal - Unpainted,Sign,2923 W 83RD ST,60652,1158196.35022913,1849438.78522755,18,8,70,,41.742492819951000,-87.69581411449910,"(41.742492819951, -87.695814114499)"
08/09/2017,Completed,08/09/2017,17-05307588,Graffiti Removal,Metal - Painted,Sign,8658 S EXCHANGE AVE,60617,1197313.07999427,1848127.6312273,10,4,46,,41.737453194228500,-87.55280362063960,"(41.737453194229, -87.55280362064)"
10/11/2018,Completed,10/11/2018,18-02895606,Graffiti Removal,Brick - Unpainted,Front,4757 W FULLERTON AVE,60639,1144204.93992645,1915534.48441318,31,25,19,,41.924131662541500,-87.74615870878000,"(41.924131662541, -87.74615870878)"
08/09/2017,Completed,08/09/2017,17-05302573,Graffiti Removal,Metal - Unpainted,Front,1768 N CLYBOURN AVE,60614,1169480.39636614,1911718.66153059,2,18,7,,41.91324582904530,-87.65297809608600,"(41.913245829045, -87.652978096086)"
08/08/2017,Completed,08/09/2017,17-05293155,Graffiti Removal,Other / Unknown Surface,Rear,7207 S AVERS AVE,60629,1151947.62467509,1856535.07741701,13,8,65,,41.76207267272460,-87.71850783864480,"(41.762072672725, -87.718507838645)"
08/09/2017,Completed,08/09/2017,17-05303271,Graffiti Removal,Metal - Painted,Pole,139 W KINZIE ST,60654,1175069.16013341,1902989.35780964,42,18,8,,41.88907928398210,-87.6324500844323,"(41.889079283982, -87.632450084432)"
08/09/2017,Completed,08/09/2017,17-05302607,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,614 N HALSTED ST,60642,1170946.35887835,1904252.83881854,27,12,24,,41.89284381696840,-87.64776546752390,"(41.892843816968, -87.647765467524)"
08/09/2017,Completed,08/09/2017,17-05308727,Graffiti Removal,Metal - Painted,Rear,5525 W DIVERSEY AVE,60639,1138937.73010618,1918067.10733237,30,25,19,,41.93118709471330,-87.76479650741340,"(41.931187094713, -87.764796507413)"
08/09/2017,Completed,08/09/2017,17-05306886,Graffiti Removal,Brick - Unpainted,Front,3148 S ASHLAND AVE,60608,1166182.68401766,1883675.81016928,12,9,59,,41.83634197030030,-87.66585720684000,"(41.8363419703, -87.66585720684)"
08/08/2017,Completed,08/09/2017,17-05296581,Graffiti Removal,Metal - Painted,Pole,3545 N ROCKWELL ST,60618,1158146.67270421,1923457.50333368,47,19,5,38,41.94614597268950,-87.69397666726120,"(41.94614597269, -87.693976667261)"
08/09/2017,Completed,08/09/2017,17-05310082,Graffiti Removal,Metal - Painted,Sign,3501 S HOYNE AVE,60609,1162926.86847074,1881449.84072268,12,9,59,,41.830274415401300,-87.67757212938040,"(41.830274415401, -87.67757212938)"
08/09/2017,Completed,08/09/2017,17-05305422,Graffiti Removal,Glass,Front,3661 S ARCHER AVE,60609,1161559.45708744,1880308.54060948,12,9,59,,41.82726170096590,-87.6825171488719,"(41.827261700966, -87.682517148872)"
10/11/2018,Completed,10/11/2018,18-02895402,Graffiti Removal,Metal - Unpainted,Bridge,1021 N LARAMIE AVE,60651,1141506.8575204,1906304.69990374,37,15,25,,41.89924596952220,-87.75555804720360,"(41.899245969522, -87.755558047204)"
10/11/2018,Completed,10/11/2018,18-02898308,Graffiti Removal,Glass,Front,2767 N MILWAUKEE AVE,60647,1153519.44453054,1918206.81432765,35,14,22,,41.93154119756200,-87.71123308227750,"(41.931541197562, -87.711233082277)"
08/09/2017,Completed,08/09/2017,17-05305305,Graffiti Removal,Other / Unknown Surface,Front,2203 W 37TH ST,60609,1162268.690133,1880112.68672582,12,9,59,,41.826577001332700,-87.68031255251020,"(41.826577001333, -87.68031255251)"
10/10/2018,Completed,10/11/2018,18-02882281,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1635 W CHICAGO RIVER,60608,1165877.69722041,1886737.85910412,25,9,31,,41.84476483181580,-87.6672907051553,"(41.844764831816, -87.667290705155)"
08/07/2017,Completed,08/09/2017,17-05258572,Graffiti Removal,Metal - Painted,Door,1730 W FULTON ST,60612,1164816.15913162,1902065.55890708,27,12,28,,41.886979097014700,-87.67072466178840,"(41.886979097015, -87.670724661788)"
08/09/2017,Completed,08/09/2017,17-05303584,Graffiti Removal,Brick - Unpainted,Front,220 N LAFLIN ST,60607,1166429.84012326,1901619.15681763,27,12,28,,41.88605709750980,-87.66445179652390,"(41.88605709751, -87.664451796524)"
08/08/2017,Completed,08/09/2017,17-05297387,Graffiti Removal,Brick - Painted,Alley,4806 N KIMBALL AVE,60625,1152848.41720523,1931725.35201727,33,17,14,60,41.96865848757020,-87.71351980976930,"(41.96865848757, -87.713519809769)"
10/11/2018,Completed,10/11/2018,18-02898528,Graffiti Removal,Metal - Painted,Front,610 N PULASKI RD,60624,1149618.49707886,1903708.55986794,37,11,23,63,41.89212542510590,-87.72613078189380,"(41.892125425106, -87.726130781894)"
08/09/2017,Completed,08/09/2017,17-05304302,Graffiti Removal,Metal - Painted,Sign,1709 W ROOSEVELT RD,60608,1165123.76362075,1894770.8801042,28,12,28,,41.86674319997520,-87.66927536884410,"(41.866743199975, -87.669275368844)"
08/09/2017,Completed,08/09/2017,17-05308777,Graffiti Removal,Metal - Painted,Front,2654 N LARAMIE AVE,60639,1141262.22382792,1917245.11022766,31,25,19,,41.929423466737900,-87.7564921816418,"(41.929423466738, -87.756492181642)"
08/09/2017,Completed,08/09/2017,17-05311919,Graffiti Removal,Glass,Front,6517 S KEDZIE AVE,60629,1156174.53002991,1861167.57998838,17,8,66,,41.77481443342290,-87.7028939030421,"(41.774814433423, -87.702893903042)"
08/09/2017,Completed,08/09/2017,17-05312715,Graffiti Removal,Metal - Painted,Sign,1700 W 88TH ST,60620,1166545.67111871,1846345.74040023,21,22,71,,41.73404762915790,-87.66550679242320,"(41.734047629158, -87.665506792423)"
08/08/2017,Completed,08/09/2017,17-05286940,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,3659 S ROCKWELL ST,60632,1159633.01427877,1880235.91007788,12,9,58,,41.82660544536400,-87.68967547529270,"(41.826605445364, -87.689675475293)"
08/08/2017,Completed,08/09/2017,17-05293735,Graffiti Removal,Other/Unknown Surface,Alley,6433 N GLENWOOD AVE,60626,1165772.43998125,1942840.73016963,49,24,1,26,41.99908045065270,-87.6653924431188,"(41.999080450653, -87.665392443119)"
08/09/2017,Completed,08/09/2017,17-05302419,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1559 S WOLCOTT AVE,60608,1163963.73027283,1892260.59997413,28,12,28,,41.85962020217150,-87.67345511270300,"(41.859620202172, -87.673455112703)"
08/09/2017,Completed,08/09/2017,17-05302812,Graffiti Removal,Brick - Painted,Front,3000 S KEDVALE AVE,60623,1149190.00381478,1884387.20821451,22,10,30,,41.83860875784240,-87.72819041033580,"(41.838608757842, -87.728190410336)"
10/10/2018,Completed,10/11/2018,18-02885125,Graffiti Removal,Aluminum Siding,Garage,4356 S MOZART ST,60632,1158090.91269059,1875638.61301036,15,9,58,,41.813854405785500,-87.69575021556660,"(41.813854405786, -87.695750215567)"
08/09/2017,Completed,08/09/2017,17-05309696,Graffiti Removal,Metal - Painted,Front,3310 W 43RD ST,60632,1154957.53009947,1875946.87737818,14,8,58,,41.815516821633800,-87.70714342557510,"(41.815516821634, -87.707143425575)"
08/09/2017,Completed,08/09/2017,17-05308750,Graffiti Removal,Metal - Painted,Dumpster,1520 W TAYLOR ST,60607,1166403.83351404,1895669.95939864,28,12,28,,41.86939628798950,-87.66499334444560,"(41.86939628799, -87.664993344446)"
08/09/2017,Completed,08/09/2017,17-05308182,Graffiti Removal,Metal - Painted,Traffic Control Box,3700 S WOOD ST,60609,1164957.73102424,1880172.04298401,12,9,59,,41.82670274089700,-87.67045022080210,"(41.826702740897, -87.670450220802)"
08/08/2017,Completed,08/09/2017,17-05276691,Graffiti Removal,Metal - Painted,Newspaper Box,2554 W PETERSON AVE,60659,1158126.00530455,1939768.06267913,40,24,2,,41.990581967002500,-87.69431761494030,"(41.990581967003, -87.69431761494)"
08/09/2017,Completed,08/09/2017,17-05307427,Graffiti Removal,Metal - Painted,Door,150 N RACINE AVE,60607,1168484.74958566,1901207.32542309,27,12,28,,41.88452650815350,-87.65691953876150,"(41.884526508153, -87.656919538761)"
10/10/2018,Completed,10/11/2018,18-02884440,Graffiti Removal,Brick - Unpainted,Alley,3036 W 53RD PL,60632,1157043.7063913,1869007.90992154,14,9,63,,41.79642332120180,-87.70024395368970,"(41.796423321202, -87.70024395369)"
08/09/2017,Completed,08/09/2017,17-05304474,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2399 W 22ND PL,60608,1160718.24922186,1889003.28998942,25,10,31,,41.851010486843300,-87.68549021985830,"(41.851010486843, -87.685490219858)"
08/09/2017,Completed,08/09/2017,17-05311632,Graffiti Removal,Brick - Unpainted,Front,3527 S HALSTED ST,60609,1171549.13118031,1881363.78000571,11,9,60,,41.82993946178980,-87.64594226697790,"(41.82993946179, -87.645942266978)"
08/08/2017,Completed,08/09/2017,17-05277930,Graffiti Removal,Brick - Painted,Alley,2058 W CHICAGO AVE,60622,1162535.96097399,1905331.1486059,2,12,24,29,41.89597946009180,-87.67938073647110,"(41.895979460092, -87.679380736471)"
08/09/2017,Completed,08/09/2017,17-05305187,Graffiti Removal,Metal - Unpainted,Pole,117 N CALIFORNIA AVE,60612,1157706.57640924,1900748.14993103,27,12,27,,41.8835395155848,-87.6962055659329,"(41.883539515585, -87.696205565933)"
10/10/2018,Completed,10/11/2018,18-02884134,Graffiti Removal,Other/Unknown Surface,Fence,3411 W 51ST ST,60632,1154452.92662869,1870601.02811599,14,8,63,,41.8006378649779,-87.70918317909820,"(41.800637864978, -87.709183179098)"
08/09/2017,Completed,08/09/2017,17-05303038,Graffiti Removal,Metal - Painted,Overpass,301 N LA SALLE DR,60654,1175081.35068246,1902376.46757018,42,18,8,,41.88753176698870,-87.63235307508620,"(41.887531766989, -87.632353075086)"
08/09/2017,Completed,08/09/2017,17-05308362,Graffiti Removal,Metal - Painted,Pole,700 E OHIO ST,60611,1181186.07069734,1904503.51582641,42,18,8,,41.89331501642770,-87.60989508515800,"(41.893315016428, -87.609895085158)"
08/09/2017,Completed,08/09/2017,17-05308286,Graffiti Removal,Metal - Painted,Garage,3158 S ABERDEEN ST,60608,1169495.72687779,1883812.34817564,11,9,60,,41.83617709301540,-87.65368503233860,"(41.836177093015, -87.653685032339)"
08/09/2017,Completed,08/09/2017,17-05307553,Graffiti Removal,Metal - Painted,Sign,8659 S EXCHANGE AVE,60617,1197313.27999427,1848120.9312273,10,4,46,5,41.737456123967800,-87.55251054347540,"(41.737456123968, -87.552510543475)"
08/09/2017,Completed,08/09/2017,17-05309225,Graffiti Removal,Metal - Painted,Door,2514 S MILLARD AVE,60623,1152439.05002133,1887056.58871698,22,10,30,25,41.84571058215780,-87.7161921292622,"(41.845710582158, -87.716192129262)"
08/09/2017,Completed,08/09/2017,17-05303369,Graffiti Removal,Metal - Painted,Traffic Control Box,158 W DIVISION ST,60610,1174788.58758232,1908337.69216912,2,18,8,,41.903974551931900,-87.63374356030390,"(41.903974551932, -87.633743560304)"
08/08/2017,Completed,08/09/2017,17-05277046,Graffiti Removal,Brick - Unpainted,Front,1449 N ASHLAND AVE,60622,1165457.53309389,1909905.13011522,2,14,24,33,41.90845299102150,-87.66748202134150,"(41.908452991022, -87.667482021341)"
08/09/2017,Completed,08/09/2017,17-05308254,Graffiti Removal,Metal - Painted,Garage,3759 S HERMITAGE AVE,60609,1165301.55370537,1879781.89590812,12,9,59,,41.825072742086800,-87.668889318916,"(41.825072742087, -87.668889318916)"
08/09/2017,Completed,08/09/2017,17-05303216,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,205 W LAKE ST,60606,1174642.58801277,1901725.41738759,42,1,32,,41.88561849458470,-87.63412235814370,"(41.885618494585, -87.634122358144)"
08/08/2017,Completed,08/09/2017,17-05291117,Graffiti Removal,Wood - Unpainted,Front,2531 S SACRAMENTO AVE,60623,1156767.91757568,1886930.81999091,12,10,30,,41.845559049141200,-87.70002450929740,"(41.845559049141, -87.700024509297)"
08/09/2017,Completed,08/09/2017,17-05304467,Graffiti Removal,Metal - Painted,Pole,2339 S BLUE ISLAND AVE,60608,1164247.10012027,1888520.23246829,25,10,31,,41.84964772504180,-87.67254121265710,"(41.849647725042, -87.672541212657)"
10/11/2018,Completed,10/11/2018,18-02893316,Graffiti Removal,Metal - Unpainted,Bench,1704 N WESTERN AVE,60647,1160097.17051355,1911365.01001148,1,14,24,33,41.912283100189400,-87.68741869066680,"(41.912283100189, -87.687418690667)"
08/09/2017,Completed,08/09/2017,17-05307644,Graffiti Removal,Metal - Painted,Pole,55 W ERIE ST,60654,1175745.21589155,1904766.01751299,42,18,8,,41.89393553363730,-87.63022823951570,"(41.893935533637, -87.630228239516)"
08/09/2017,Completed,08/09/2017,17-05306084,Graffiti Removal,Metal - Painted,Sign,3001 S AVERS AVE,60623,1151181.30506877,1884432.05158389,22,10,30,,41.83869584328910,-87.72058887056440,"(41.838695843289, -87.720588870564)"
08/09/2017,Completed,08/09/2017,17-05308078,Graffiti Removal,Brick - Painted,Front,5359 S HALSTED ST,60609,1171883.4021095,1869229.77010104,20,9,61,,41.79616939867140,-87.64505924167490,"(41.796169398671, -87.645059241675)"
08/09/2017,Completed,08/09/2017,17-05312802,Graffiti Removal,Metal - Painted,Sign,9801 S WINCHESTER AVE,60643,1165190.29008968,1839664.43666678,19,22,72,,41.71556257342830,-87.6704490755169,"(41.715562573428, -87.670449075517)"
08/09/2017,Completed,08/09/2017,17-05309755,Graffiti Removal,Wood - Painted,Garage,3216 W 43RD ST,60632,1155554.83978564,1875957.44278894,14,8,58,,41.81554561692190,-87.70491375117520,"(41.815545616922, -87.704913751175)"
08/09/2017,Completed,08/09/2017,17-05312786,Graffiti Removal,Metal - Painted,Sign,9800 S WINCHESTER AVE,60643,1165190.09008968,1839671.13666678,19,22,72,,41.71555790697070,-87.67074201732820,"(41.715557906971, -87.670742017328)"
08/09/2017,Completed,08/09/2017,17-05311122,Graffiti Removal,Brick - Unpainted,Pole,2317 W CERMAK RD,60608,1161262.30187457,1889349.30217242,25,10,31,,41.85194062119870,-87.68393770142430,"(41.851940621199, -87.683937701424)"
08/09/2017,Completed,08/09/2017,17-05305996,Graffiti Removal,Metal - Painted,Pole,634 W 35TH ST,60616,1172527.01561315,1881690.68761633,11,9,60,,41.830907372580700,-87.64260193280630,"(41.830907372581, -87.642601932806)"
08/09/2017,Completed,08/09/2017,17-05308378,Graffiti Removal,Metal - Painted,Pole,744 E OHIO ST,60611,1181481.97069734,1904511.31582641,42,18,8,,41.8933354059768,-87.60822603061430,"(41.893335405977, -87.608226030614)"
08/09/2017,Completed,08/09/2017,17-05305854,Graffiti Removal,Metal - Painted,Pole,3623 S OAKLEY AVE,60609,1161761.60911015,1880599.84098654,12,9,59,,41.827949395826200,-87.68171315529390,"(41.827949395826, -87.681713155294)"
08/09/2017,Completed,08/09/2017,17-05305179,Graffiti Removal,Metal - Unpainted,Front,20 E 16TH ST,60616,1176835.51137997,1892440.72868431,3,1,33,,41.860311055022300,-87.62633018464990,"(41.860311055022, -87.62633018465)"
10/09/2018,Completed,10/11/2018,18-02878706,Graffiti Removal,Brick - Unpainted,Side,3664 S LEAVITT ST,60609,1162291.990133,1880349.88672582,12,9,59,,41.82683360534490,-87.68021374738420,"(41.826833605345, -87.680213747384)"
08/09/2017,Completed,08/09/2017,17-05305372,Graffiti Removal,Metal - Painted,Pole,3400 S ARCHER AVE,60608,1163731.46432202,1882119.54046769,12,9,59,,41.83223357562380,-87.67487116463240,"(41.832233575624, -87.674871164632)"
08/09/2017,Completed,08/09/2017,17-05305797,Graffiti Removal,Metal - Painted,Traffic Control Box,2330 W GRAND AVE,60612,1160648.67007988,1903420.00827118,26,12,24,,41.89079178434670,-87.6854136088861,"(41.890791784347, -87.685413608886)"
08/09/2017,Completed,08/09/2017,17-05311767,Graffiti Removal,Metal - Painted,Pole,3666 S ARCHER AVE,60609,1161521.55708744,1880276.84060948,12,9,59,,41.8272242132953,-87.68303521656130,"(41.827224213295, -87.683035216561)"
08/09/2017,Completed,08/09/2017,17-05305175,Graffiti Removal,Brick - Unpainted,Overpass,701 W CHICAGO AVE,60654,1171353.50801298,1905596.76251669,27,12,24,,41.89631482319160,-87.64615777391620,"(41.896314823192, -87.646157773916)"
08/09/2017,Completed,08/09/2017,17-05304947,Graffiti Removal,Metal - Painted,Pole,932 N KEDZIE AVE,60651,1154862.81007278,1906157.44921718,27,11,23,,41.89828066856340,-87.70679244497350,"(41.898280668563, -87.706792444974)"
08/07/2017,Completed,08/09/2017,17-05252648,Graffiti Removal,Brick - Unpainted,Alley,801 N CLARK ST,60610,1175395.24807135,1905716.83551474,2,18,8,,41.89670364547470,-87.63109934640460,"(41.896703645475, -87.631099346405)"
10/09/2018,Completed,10/11/2018,18-02874082,Graffiti Removal,Brick - Unpainted,Garage,943 N DAMEN AVE,60622,1162895.79660293,1906397.899923,2,12,24,,41.8990428711833,-87.67699398964260,"(41.899042871183, -87.676993989643)"
10/10/2018,Completed,10/11/2018,18-02882222,Graffiti Removal,Brick - Unpainted,Side,3700 N SOUTHPORT AVE,60613,1166311.01012415,1924675.84492313,44,19,6,27,41.948978089177400,-87.66421751460750,"(41.948978089177, -87.664217514608)"
08/09/2017,Completed,08/09/2017,17-05306074,Graffiti Removal,Metal - Painted,Traffic Control Box,2500 W 39TH PL,60632,1160346.16162561,1878397.29000213,12,9,58,,41.82212981055660,-87.68739913333580,"(41.822129810557, -87.687399133336)"
08/09/2017,Completed,08/09/2017,17-05305017,Graffiti Removal,Metal - Painted,Pole,401 N GREEN ST,60642,1170657.93047197,1902913.91977242,27,12,24,,41.889064661270900,-87.64858145758450,"(41.889064661271, -87.648581457585)"
08/08/2017,Completed,08/09/2017,17-05294009,Graffiti Removal,Brick - Painted,Rear,4803 N KIMBALL AVE,60625,1152848.91720523,1931705.25201727,33,17,14,60,41.968551512269800,-87.71322154687770,"(41.96855151227, -87.713221546878)"
08/09/2017,Completed,08/09/2017,17-05304732,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2426 W CERMAK RD,60608,1160549.01778424,1889332.61098793,28,10,31,,41.85213075464880,-87.68680076804370,"(41.852130754649, -87.686800768044)"
08/09/2017,Completed,08/09/2017,17-05305455,Graffiti Removal,Metal - Painted,Sign,3601 S ARCHER AVE,60609,1162013.93458383,1880690.91382676,12,9,59,,41.82837323937570,-87.68072161424190,"(41.828373239376, -87.680721614242)"
08/09/2017,Completed,08/09/2017,17-05302884,Graffiti Removal,Metal - Painted,Sign,34 W WACKER DR,60601,1175957.70150921,1902174.80918064,42,1,32,,41.88704417026030,-87.62923330565660,"(41.88704417026, -87.629233305657)"
08/09/2017,Completed,08/09/2017,17-05308547,Graffiti Removal,Metal - Painted,Pole,418 N STATE ST,60654,1176295.76266599,1903206.68111998,42,18,8,,41.88994873180590,-87.62815130362210,"(41.889948731806, -87.628151303622)"
08/09/2017,Completed,08/09/2017,17-05309153,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Bench,3459 N MILWAUKEE AVE,60641,1147947.73009246,1922696.45027519,30,17,16,,41.94421536854110,-87.73201757018050,"(41.944215368541, -87.73201757018)"
08/09/2017,Completed,08/09/2017,17-05303761,Graffiti Removal,Brick - Unpainted,Front,1504 W LAKE ST,60607,1166146.29000678,1901524.00138942,27,12,28,,41.88548731960370,-87.66449557771300,"(41.885487319604, -87.664495577713)"
08/09/2017,Completed,08/09/2017,17-05307524,Graffiti Removal,Metal - Painted,Front,3311 W 47TH PL,60632,1155049.91700548,1872805.75329465,14,8,58,39,41.80667641850010,-87.70689960760240,"(41.8066764185, -87.706899607602)"
08/09/2017,Completed,08/09/2017,17-05307147,Graffiti Removal,Metal - Painted,Side,2825 W 55TH ST,60632,1158376.42981031,1868051.97577581,16,8,63,,41.793560992721100,-87.69495359462330,"(41.793560992721, -87.694953594623)"
08/08/2017,Completed,08/09/2017,17-05281046,Graffiti Removal,Vinyl Siding,Alley,3507 N KILDARE AVE,60641,1147096.77333114,1922997.89010759,30,17,16,,41.9447006613409,-87.73459248079020,"(41.944700661341, -87.73459248079)"
