Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
08/31/2017,Completed,08/31/2017,17-05812684,Graffiti Removal,Metal - Painted,Pole,3618 W 115TH ST,60655,1154230.2302,1828092.0195,19,22,74,,41.6842104338013,-87.71105785011350,"(41.684210433801, -87.711057850113)"
08/31/2017,Completed,08/31/2017,17-05807040,Graffiti Removal,Metal - Painted,Garbage Cart,4155 N GREENVIEW AVE,60613,1165319.19838779,1927764.60001993,47,19,6,,41.957800874920200,-87.66748921736470,"(41.95780087492, -87.667489217365)"
08/31/2017,Completed,08/31/2017,17-05805799,Graffiti Removal,Brick - Painted,Front,22 E HUBBARD ST,60611,1176515.85780011,1903325.71808676,42,18,8,,41.89019057742020,-87.62708035473720,"(41.89019057742, -87.627080354737)"
08/31/2017,Completed,08/31/2017,17-05813102,Graffiti Removal,Metal - Painted,Sign,8500 S KILBOURN AVE,60652,1147907.76012875,1847803.52567719,18,8,70,,41.738222298178100,-87.73383245050870,"(41.738222298178, -87.733832450509)"
08/31/2017,Completed,08/31/2017,17-05805498,Graffiti Removal,Metal - Painted,Pole,304 E WACKER DR,60601,1178356.93527485,1902559.22051375,42,1,32,,41.88804040767050,-87.6204309846594,"(41.88804040767, -87.620430984659)"
08/31/2017,Completed,08/31/2017,17-05804376,Graffiti Removal,Brick - Unpainted,Front,211 N LA SALLE ST,60601,1175097.04351085,1901846.38422468,42,1,32,,41.88603780352340,-87.63231082019850,"(41.886037803523, -87.632310820199)"
08/31/2017,Completed,08/31/2017,17-05806777,Graffiti Removal,Metal - Painted,Bench,2554 W FULLERTON AVE,60647,1158826.82003228,1915862.20998437,1,14,22,,41.924965814715000,-87.6923241545272,"(41.924965814715, -87.692324154527)"
08/29/2017,Completed,08/31/2017,17-05762295,Graffiti Removal,Metal - Painted,Garage,7230 S KEDZIE AVE,60629,1156289.5037044,1856498.04862486,17,8,66,,41.76162567160990,-87.70288083956710,"(41.76162567161, -87.702880839567)"
08/30/2017,Completed,08/31/2017,17-05793338,Graffiti Removal,Metal - Painted,Sign,1251 N LA SALLE DR,60610,1174905.87708159,1908693.89600808,2,18,8,,41.905337802613600,-87.63282446286380,"(41.905337802614, -87.632824462864)"
08/31/2017,Completed,08/31/2017,17-05817747,Graffiti Removal,Metal - Painted,Front,3943 W 61ST PL,60629,1151136.87688611,1863528.5626943,23,8,65,3,41.78128629679830,-87.72215702131030,"(41.781286296798, -87.72215702131)"
08/31/2017,Completed,08/31/2017,17-05805045,Graffiti Removal,Metal - Painted,Front,5954 S WESTERN AVE,60636,1161390.54042691,1865114.16998068,16,8,66,59,41.78493527972820,-87.68394122879780,"(41.784935279728, -87.683941228798)"
08/31/2017,Completed,08/31/2017,17-05805416,Graffiti Removal,Metal - Painted,Side,6751 S ASHLAND AVE,60636,1166835.56470797,1859946.38272713,16,7,67,,41.77069134320830,-87.66383058815830,"(41.770691343208, -87.663830588158)"
04/03/2018,Completed,04/04/2018,18-01107598,Graffiti Removal,Wood - Painted,Bench,2200 S ROCKWELL ST,60608,1159373.49151694,1889303.18438742,24,10,30,,41.851920745663300,-87.69068779696480,"(41.851920745663, -87.690687796965)"
08/31/2017,Completed,08/31/2017,17-05807966,Graffiti Removal,Brick - Painted,Overpass,103 E LOWER WACKER DR,60601,1177263.964915,1902692.34239257,42,1,32,,41.88805526240170,-87.62439060792650,"(41.888055262402, -87.624390607927)"
08/31/2017,Completed,08/31/2017,17-05805131,Graffiti Removal,Metal - Painted,Garbage Cart,7257 S SPAULDING AVE,60629,1155626.60000756,1856304.02676927,17,8,66,,41.76087830217250,-87.70501568559230,"(41.760878302172, -87.705015685592)"
08/31/2017,Completed,08/31/2017,17-05805143,Graffiti Removal,Metal - Painted,Traffic Control Box,7300 S KEDZIE AVE,60629,1156302.29736911,1856041.06626725,18,8,66,,41.76066858314360,-87.7028547971541,"(41.760668583144, -87.702854797154)"
04/04/2018,Completed,04/04/2018,18-01120694,Graffiti Removal,Metal - Painted,Fence,1420 N NOBLE ST,60642,1166793.34750685,1909481.38657414,2,14,24,,41.90765377276910,-87.6628935917884,"(41.907653772769, -87.662893591788)"
08/31/2017,Completed,08/31/2017,17-05804726,Graffiti Removal,Metal - Painted,Front,5334 S PULASKI RD,60632,1150607.58809149,1868927.16999021,23,8,62,,41.795808197741400,-87.72338137871710,"(41.795808197741, -87.723381378717)"
08/30/2017,Completed,08/31/2017,17-05785338,Graffiti Removal,Metal - Painted,Alley,4831 N KENNETH AVE,60630,1145820.62679128,1931868.73990967,39,17,14,,41.96907573315240,-87.73905737811890,"(41.969075733152, -87.739057378119)"
08/31/2017,Completed,08/31/2017,17-05806064,Graffiti Removal,Metal - Painted,Bench,5940 W FULLERTON AVE,60639,1136281.06031852,1915333.6357055,30,25,19,,41.9239487865841,-87.77495539074570,"(41.923948786584, -87.774955390746)"
08/31/2017,Completed,08/31/2017,17-05813050,Graffiti Removal,Metal - Painted,Pole,7815 S PULASKI RD,60652,1151076.49711799,1852419.02989343,18,8,70,,41.75088442747630,-87.7218096221512,"(41.750884427476, -87.721809622151)"
08/31/2017,Completed,08/31/2017,17-05808005,Graffiti Removal,Metal - Painted,Pole,3802 N LINCOLN AVE,60613,1162983.66129395,1925271.02507835,47,19,5,38,41.95058861746070,-87.67644197672940,"(41.950588617461, -87.676441976729)"
08/31/2017,Completed,08/31/2017,17-05808056,Graffiti Removal,Metal - Painted,Mail Box,2559 W SUNNYSIDE AVE,60625,1158422.7977135,1929798.7456222,47,19,4,,41.962997631299500,-87.69356734567750,"(41.962997631299, -87.693567345677)"
04/03/2018,Completed,04/04/2018,18-01115767,Graffiti Removal,Metal - Painted,Sign,2801 S HOMAN AVE,60623,1154153.62696563,1885187.07997352,22,10,30,,41.8407091268494,-87.7096619845033,"(41.840709126849, -87.709661984503)"
08/31/2017,Completed,08/31/2017,17-05807896,Graffiti Removal,Metal - Unpainted,Pole,2320 N CLARK ST,60614,1173042.29168497,1915709.06011585,43,18,7,23,41.92429802645020,-87.63984506996500,"(41.92429802645, -87.639845069965)"
08/30/2017,Completed,08/31/2017,17-05798478,Graffiti Removal,Metal - Unpainted,Pole,3652 N WOLCOTT AVE,60613,1163022.88219171,1924358.18981208,47,19,5,,41.948485251157700,-87.67632211532080,"(41.948485251158, -87.676322115321)"
01/17/2018,Completed,01/17/2018,18-00313000,Graffiti Removal,Metal - Painted,Dumpster,4248 N CLARK ST,60613,1166030.99090864,1928414.2503042,47,19,6,,41.95938068345650,-87.66523841666470,"(41.959380683457, -87.665238416665)"
01/17/2018,Completed,01/17/2018,18-00320496,Graffiti Removal,Metal - Painted,Front,2454 W DIVISION ST,60622,1159742.88992142,1907902.59418375,26,14,24,,41.903104967185500,-87.68917322911940,"(41.903104967186, -87.689173229119)"
01/12/2018,Completed,01/17/2018,18-00219928,Graffiti Removal,Brick - Unpainted,Side,2701 S KARLOV AVE,60623,1149484.66371467,1885729.40240313,22,10,30,,41.842288550725600,-87.72678138871580,"(41.842288550726, -87.726781388716)"
01/16/2018,Completed - Dup,01/17/2018,18-00295913,Graffiti Removal,Metal - Unpainted,Rear,4959 S CALIFORNIA AVE,60632,1158544.4148021,1871624.64017622,14,9,58,,41.80288938188280,-87.6939046969896,"(41.802889381883, -87.69390469699)"
01/16/2018,Completed,01/17/2018,18-00293740,Graffiti Removal,Brick - Painted,Side,2335 S CALIFORNIA AVE,60608,1158065.80081977,1888264.17832462,12,10,30,,41.84906677977570,-87.69522155177400,"(41.849066779776, -87.695221551774)"
01/17/2018,Completed,01/17/2018,18-00320785,Graffiti Removal,Metal - Painted,Door,1662 N MILWAUKEE AVE,60647,1162264.19282537,1911048.89331212,2,14,24,33,41.911517466698900,-87.67944923972470,"(41.911517466699, -87.679449239725)"
01/16/2018,Completed,01/17/2018,18-00293953,Graffiti Removal,Vinyl Siding,Garage,2501 W CORTLAND ST,60647,1159392.76971298,1912542.28510837,1,14,22,,41.915628722651100,-87.68992842087980,"(41.915628722651, -87.68992842088)"
01/17/2018,Completed,01/17/2018,18-00312009,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2001 W NORTH AVE,60647,1162734.11848325,1910648.24219595,1,14,24,33,41.91036323327750,-87.67770253900300,"(41.910363233277, -87.677702539003)"
01/17/2018,Completed,01/17/2018,18-00313541,Graffiti Removal,Metal - Painted,Pole,4042 N KENMORE AVE,60613,1168443.23009842,1927059.21513118,46,19,3,34,41.9557083284232,-87.65631462952010,"(41.955708328423, -87.65631462952)"
01/17/2018,Completed,01/17/2018,18-00315707,Graffiti Removal,Metal - Painted,Pole,2308 N MILWAUKEE AVE,60647,1157249.61472548,1915200.31333146,1,14,22,,41.92299776041910,-87.69773035222550,"(41.922997760419, -87.697730352225)"
01/16/2018,Completed,01/17/2018,18-00294571,Graffiti Removal,Glass,Front,4519 W DIVISION ST,60651,1145951.37000814,1907605.68758033,37,11,23,,41.902349100613200,-87.73935579916010,"(41.902349100613, -87.73935579916)"
01/17/2018,Completed,01/17/2018,18-00315790,Graffiti Removal,Metal - Painted,Dumpster,1500 N MILWAUKEE AVE,60622,1163376.72000098,1910105.26001124,1,14,24,33,41.90896024738320,-87.67547637112530,"(41.908960247383, -87.675476371125)"
04/03/2018,Completed,04/04/2018,18-01114036,Graffiti Removal,Brick - Painted,Front,1424 N HONORE ST,60622,1163188.23626893,1909884.1355915,1,14,24,33,41.90885772873320,-87.67558738656180,"(41.908857728733, -87.675587386562)"
04/03/2018,Completed,04/04/2018,18-01113930,Graffiti Removal,Brick - Painted,Side,250 W 61ST PL,60621,1175528.42613095,1864145.53987049,20,7,68,,41.7826925000699,-87.63225573421930,"(41.78269250007, -87.632255734219)"
08/31/2017,Completed,09/01/2017,17-05803500,Graffiti Removal,Brick - Painted,Alley,2422 N LINCOLN AVE,60614,1170358.61001292,1916341.47839463,43,19,7,35,41.925895758191800,-87.64960577259060,"(41.925895758192, -87.649605772591)"
04/03/2018,Completed,04/04/2018,18-01111062,Graffiti Removal,Glass,Door,4322 W GRAND AVE,60651,1147265.20511127,1910122.68378707,26,25,23,,41.90957025646200,-87.73472659165740,"(41.909570256462, -87.734726591657)"
04/03/2018,Completed,04/04/2018,18-01112348,Graffiti Removal,Aluminum Siding,Garage,4002 S CALIFORNIA AVE,60632,1158351.87801825,1878013.99986557,12,9,58,,41.820908686019900,-87.69474305882510,"(41.82090868602, -87.694743058825)"
08/31/2017,Completed,09/01/2017,17-05801036,Graffiti Removal,Stucco,Side,1122 W BALMORAL AVE,60640,1167771.23638084,1936023.76597289,48,20,77,26,41.98009783859040,-87.65890423846920,"(41.98009783859, -87.658904238469)"
08/31/2017,Completed,09/01/2017,17-05803345,Graffiti Removal,Metal - Painted,Newspaper Box,2441 N SHEFFIELD AVE,60614,1169210.78569597,1916515.36211081,43,19,7,,41.926578564778,-87.65350330408660,"(41.926578564778, -87.653503304087)"
08/31/2017,Completed,09/01/2017,17-05817310,Graffiti Removal,Brick - Painted,Side,2325 N CLARK ST,60614,1173026.69168497,1915742.26011585,43,18,7,23,41.92448461231530,-87.63963529270470,"(41.924484612315, -87.639635292705)"
08/31/2017,Completed,09/01/2017,17-05803346,Graffiti Removal,Brick - Painted,Side,1221 W 19TH ST,60608,1168446.06497386,1890886.62132708,25,12,31,,41.856011891740200,-87.65727410572450,"(41.85601189174, -87.657274105725)"
08/31/2017,Completed,09/01/2017,17-05808009,Graffiti Removal,Brick - Unpainted,Side,1340 W AUGUSTA BLVD,60642,1167193.91471085,1906800.35502829,27,12,24,29,41.89991276678010,-87.6616365325766,"(41.89991276678, -87.661636532577)"
08/31/2017,Completed,09/01/2017,17-05814110,Graffiti Removal,Brick - Painted,Fence,3558 S HALSTED ST,60609,1171557.53118031,1881058.58000571,11,9,60,,41.829069342889700,-87.64621315835930,"(41.82906934289, -87.646213158359)"
08/31/2017,Completed,09/01/2017,17-05807680,Graffiti Removal,Brick - Unpainted,Rear,1232 N NORTH BRANCH ST,60642,1168709.83666979,1908287.0959268,27,18,8,,41.9042694401176,-87.65623900508270,"(41.904269440118, -87.656239005083)"
04/03/2018,Completed,04/04/2018,18-01113445,Graffiti Removal,Brick - Unpainted,Side,4141 W 28TH ST,60623,1149126.42989061,1885055.81732599,22,10,30,,41.84040551023100,-87.72849416305380,"(41.840405510231, -87.728494163054)"
04/03/2018,Completed,04/04/2018,18-01107215,Graffiti Removal,Vinyl Siding,Alley,2858 S KARLOV AVE,60623,1149513.70287718,1884672.33731878,22,10,30,,41.83878576138670,-87.72697604413870,"(41.838785761387, -87.726976044139)"
04/04/2018,Completed,04/04/2018,18-01123592,Graffiti Removal,Brick - Unpainted,Front,1890 N MILWAUKEE AVE,60647,1160480.22757319,1912572.33469464,32,14,22,33,41.91570892010960,-87.68592385208840,"(41.91570892011, -87.685923852088)"
04/03/2018,Completed,04/04/2018,18-01112549,Graffiti Removal,Brick - Painted,Side,3500 W 55TH ST,60632,1153981.49960183,1867921.75482401,14,8,63,,41.79351317313230,-87.7110145346936,"(41.793513173132, -87.711014534694)"
08/31/2017,Completed,09/01/2017,17-05818276,Graffiti Removal,Other / Unknown Surface,Front,730 N ORLEANS ST,60654,1173791.80997562,1905298.78776969,42,18,8,,41.895600651129700,-87.63729636247940,"(41.89560065113, -87.637296362479)"
04/03/2018,Completed,04/04/2018,18-01115141,Graffiti Removal,Brick - Unpainted,Side,5819 S ADA ST,60636,1168324.42606611,1866072.29999672,16,7,67,,41.78806362985620,-87.65821436500330,"(41.788063629856, -87.658214365003)"
08/31/2017,Completed,09/01/2017,17-05818603,Graffiti Removal,Brick - Unpainted,Front,5629 N SHERIDAN RD,60660,1168619.156384,1937603.6642699,48,20,77,,41.98465106660010,-87.65507438984190,"(41.9846510666, -87.655074389842)"
08/31/2017,Completed,09/01/2017,17-05800772,Graffiti Removal,Brick - Unpainted,Rear,1330 N ARTESIAN AVE,60622,1159832.66521567,1908772.59430959,26,14,24,,41.905770940671000,-87.68847773437130,"(41.905770940671, -87.688477734371)"
04/04/2018,Completed,04/04/2018,18-01121721,Graffiti Removal,Metal - Painted,Front,2403 N FRANCISCO AVE,60647,1156636.63001589,1915866.24803123,1,14,22,,41.92489845299460,-87.69972050798560,"(41.924898452995, -87.699720507986)"
04/04/2018,Completed,04/04/2018,18-01122765,Graffiti Removal,Brick - Unpainted,Side,1143 N DAMEN AVE,60622,1162855.79335,1907804.98625,2,12,24,33,41.902679481114800,-87.67709569884740,"(41.902679481115, -87.677095698847)"
08/31/2017,Completed,09/01/2017,17-05826544,Graffiti Removal,Brick - Painted,Side,3033 N CLARK ST,60657,1170661.48577182,1920339.9115806,44,19,6,8,41.93733546354460,-87.64838573316210,"(41.937335463545, -87.648385733162)"
08/30/2017,Completed,09/01/2017,17-05789305,Graffiti Removal,Brick - Unpainted,Side,26 S STATE ST,60603,1176382.09122814,1900275.10989122,42,1,32,1,41.88138971457710,-87.62789645583760,"(41.881389714577, -87.627896455838)"
04/03/2018,Completed,04/04/2018,18-01115710,Graffiti Removal,Brick - Unpainted,Front,2435 S LEAVITT ST,60608,1162089.30649874,1887709.50629303,25,10,31,,41.84741323855180,-87.68046885009280,"(41.847413238552, -87.680468850093)"
08/31/2017,Completed,09/01/2017,17-05799463,Graffiti Removal,Vinyl Siding,Side,3357 W 51ST ST,60632,1154766.71548093,1870609.06358791,14,8,63,,41.80064448508880,-87.708609069762,"(41.800644485089, -87.708609069762)"
08/31/2017,Completed,09/01/2017,17-05814386,Graffiti Removal,Brick - Painted,Rear,2815 N SHEFFIELD AVE,60657,1169129.52037241,1918935.69838854,44,19,6,17,41.93312581624320,-87.65372917855490,"(41.933125816243, -87.653729178555)"
04/04/2018,Completed,04/04/2018,18-01121946,Graffiti Removal,Brick - Painted,Front,3208 W ARMITAGE AVE,60647,1154629.50298098,1913111.2861986,26,14,22,,41.91750751667550,-87.70737806377780,"(41.917507516676, -87.707378063778)"
08/31/2017,Completed,09/01/2017,17-05808633,Graffiti Removal,Metal - Painted,Traffic Control Box,2812 N PINE GROVE AVE,60657,1172537.86997137,1918951.05832534,44,19,6,8,41.93327604204500,-87.64150513465050,"(41.933276042045, -87.64150513465)"
04/04/2018,Completed,04/04/2018,18-01122471,Graffiti Removal,Metal - Painted,Pole,5842 N BROADWAY,60660,1167249.58617485,1938943.76991165,48,20,77,26,41.98827210388370,-87.66035869613220,"(41.988272103884, -87.660358696132)"
04/03/2018,Completed,04/04/2018,18-01109020,Graffiti Removal,Brick - Unpainted,Garage,4715 S CENTRAL PARK AVE,60632,1153137.49999815,1873105.0041025,14,8,58,7,41.807398657889100,-87.71370170967680,"(41.807398657889, -87.713701709677)"
08/31/2017,Completed,09/01/2017,17-05810029,Graffiti Removal,Tree,Front,2335 N CLEVELAND AVE,60614,1172535.29130599,1915795.35368032,43,18,7,23,41.92479927994590,-87.64130838699570,"(41.924799279946, -87.641308386996)"
08/31/2017,Completed,09/01/2017,17-05815364,Graffiti Removal,Brick - Painted,Traffic Control Box,5021 W IRVING PARK RD,60641,1142072.66000264,1926124.10078084,45,16,15,28,41.9532364912432,-87.75308796078610,"(41.953236491243, -87.753087960786)"
04/03/2018,Completed,04/04/2018,18-01112243,Graffiti Removal,Metal - Painted,Traffic Control Box,4033 S KEDZIE AVE,60632,1155674.78117051,1877574.51002101,12,9,58,,41.81986164387180,-87.7042861154633,"(41.819861643872, -87.704286115463)"
08/31/2017,Completed,09/01/2017,17-05815607,Graffiti Removal,Metal - Painted,Pole,6620 W BELMONT AVE,60634,1131610.22577334,1920544.13061635,36,16,17,,41.93833243261940,-87.79177568790970,"(41.938332432619, -87.79177568791)"
04/04/2018,Completed,04/04/2018,18-01120848,Graffiti Removal,Metal - Painted,Front,2860 W FULLERTON AVE,60647,1156829.61998549,1915821.98708498,1,14,22,,41.92489568869160,-87.69980529078430,"(41.924895688692, -87.699805290784)"
08/31/2017,Completed - Dup,09/01/2017,17-05803572,Graffiti Removal,Metal - Painted,Pole,2453 N LINCOLN AVE,60614,1170098.96057773,1916584.6005826,43,19,7,35,41.926647425300800,-87.65022977086680,"(41.926647425301, -87.650229770867)"
08/31/2017,Completed,09/01/2017,17-05802224,Graffiti Removal,Metal - Painted,Fence,2006 N OAKLEY AVE,60647,1160711.97567694,1913302.5941839,32,14,22,33,41.91783836528830,-87.68511108637450,"(41.917838365288, -87.685111086374)"
08/31/2017,Completed - Dup,09/01/2017,17-05808635,Graffiti Removal,Metal - Painted,Dumpster,2812 N PINE GROVE AVE,60657,1172537.86997137,1918951.05832534,44,19,6,8,41.93327604204500,-87.64150513465050,"(41.933276042045, -87.64150513465)"
08/31/2017,Completed,09/01/2017,17-05815295,Graffiti Removal,Metal - Painted,Newspaper Box,4622 N CLARK ST,60640,1165514.76769442,1930785.9596819,47,19,3,31,41.9659609510903,-87.66702986692890,"(41.96596095109, -87.667029866929)"
04/04/2018,Completed,04/04/2018,18-01123859,Graffiti Removal,Brick - Unpainted,Front,3518 W FULLERTON AVE,60647,1152415.4101301,1915728.40691532,35,14,22,,41.924732446752300,-87.71540437234160,"(41.924732446752, -87.715404372342)"
08/31/2017,Completed,09/01/2017,17-05806048,Graffiti Removal,Metal - Painted,Garage,1806 W THOMAS ST,60622,1164131.55732399,1907370.09993313,1,12,24,,41.90155564490650,-87.67267023159210,"(41.901555644907, -87.672670231592)"
04/03/2018,Completed,04/04/2018,18-01113388,Graffiti Removal,Brick - Painted,Side,2632 W 51ST ST,60632,1159567.89802878,1870749.01419811,14,9,63,,41.80115903747770,-87.6904036527848,"(41.801159037478, -87.690403652785)"
04/04/2018,Completed,04/04/2018,18-01121902,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,1955 W WABANSIA AVE,60622,1162974.58199894,1911323.36018895,2,14,24,33,41.91220240010450,-87.6772729185485,"(41.912202400104, -87.677272918548)"
04/04/2018,Completed,04/04/2018,18-01122541,Graffiti Removal,Metal - Painted,Pole,1302 W IRVING PARK RD,60613,1166765.5995788,1926679.44137164,47,19,6,,41.954486969851600,-87.66237777450580,"(41.954486969852, -87.662377774506)"
04/04/2018,Completed,04/04/2018,18-01122807,Graffiti Removal,Marble/Granite,Side,1042 N WESTERN AVE,60622,1160215.77887303,1906968.87558901,1,12,24,,41.90065052457740,-87.68711234585500,"(41.900650524577, -87.687112345855)"
08/31/2017,Completed,09/01/2017,17-05812241,Graffiti Removal,Metal - Painted,Garbage Cart,1958 W LAWRENCE AVE,60640,1162424.46007277,1931890.93789477,47,20,4,31,41.96887512223430,-87.67848301322660,"(41.968875122234, -87.678483013227)"
